result,head-shape,head-surface,head-color,lesions,odor,gill-attachment,gill-spacing,gill-size,gill-color,body-shape,body-surface-above-neck,body-surface-below-neck,body-color-above-neck,body-color-below-neck,foot-type,foot-color,number-heads,eye-type,tattoo-print-color,population,habitat
dangerous,x,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
friendly,k,s,n,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
friendly,k,y,b,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,f,s,w,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g
dangerous,f,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,p
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,g
dangerous,f,s,b,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
dangerous,x,y,n,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
dangerous,x,y,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,d
friendly,x,s,e,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,y,n,f,f,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g
dangerous,x,y,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
friendly,f,f,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
dangerous,x,y,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
friendly,x,s,b,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
friendly,f,y,n,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,p
dangerous,f,y,b,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,m
dangerous,x,y,n,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,x,y,n,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
dangerous,x,s,b,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,g
dangerous,x,s,b,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,p
dangerous,f,s,g,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,g
dangerous,x,y,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
dangerous,x,s,b,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,f,f,n,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
friendly,x,y,e,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,f,s,b,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,g
dangerous,f,s,w,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g
friendly,k,y,e,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,x,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,p
dangerous,x,f,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
friendly,x,y,n,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,g
dangerous,f,s,b,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,f,s,b,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,g
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,d
friendly,x,s,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
friendly,f,s,p,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,b,y,w,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
friendly,x,y,c,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
friendly,f,s,n,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,s,b,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,u
dangerous,x,s,g,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,d
dangerous,x,s,b,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,u
dangerous,x,s,w,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,g
friendly,f,y,c,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
dangerous,x,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,d
friendly,x,y,w,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,p
dangerous,f,y,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g
dangerous,f,s,g,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,u
dangerous,x,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
friendly,k,s,p,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,y,n,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p
dangerous,f,s,b,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u
friendly,k,y,p,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p
dangerous,f,y,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,d
dangerous,x,s,b,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,g
dangerous,x,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,d
dangerous,f,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,d
dangerous,f,f,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
friendly,k,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g
dangerous,x,y,e,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
dangerous,x,s,g,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u
friendly,f,s,n,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,x,y,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,p
dangerous,x,y,n,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,x,s,g,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,u
dangerous,x,s,g,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,f,y,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
friendly,k,y,b,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,s,w,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,u
dangerous,x,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
friendly,k,y,n,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,d
friendly,x,y,p,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,f,s,g,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,u
friendly,x,s,p,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,b,y,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
dangerous,f,s,b,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,g
dangerous,x,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
dangerous,x,y,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
dangerous,x,s,b,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,u
dangerous,x,y,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
friendly,k,y,p,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
friendly,k,f,c,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,b,n,p,w,o,l,h,v,g
friendly,x,s,n,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,p
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d
dangerous,f,s,g,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u
dangerous,k,y,w,t,n,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l
friendly,k,f,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
dangerous,k,f,y,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,f,s,w,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,g
dangerous,f,y,y,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,d
friendly,k,s,b,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p
dangerous,x,y,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
dangerous,x,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,d
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,p
dangerous,b,y,w,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g
dangerous,x,s,w,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,g
dangerous,x,s,b,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g
friendly,k,y,b,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,p
dangerous,x,s,b,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,g
dangerous,b,y,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
dangerous,x,s,w,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,g
friendly,k,s,n,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,s,g,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u
dangerous,x,f,y,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,f,s,g,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,d
dangerous,k,y,n,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,f,s,b,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,u
friendly,f,s,e,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,x,y,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
dangerous,x,y,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
dangerous,x,y,n,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
dangerous,x,s,w,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,u
friendly,k,s,n,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,f,y,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,g
friendly,x,s,b,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,s,w,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u
friendly,k,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l
dangerous,x,y,n,f,s,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
dangerous,f,s,w,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,x,s,g,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u
dangerous,k,y,y,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,f,s,w,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
dangerous,f,f,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,p
friendly,k,y,p,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,f,y,w,t,n,f,w,n,w,e,s,s,w,w,p,w,o,p,w,c,l
dangerous,f,s,b,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u
friendly,f,y,w,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d
friendly,x,y,r,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,v,d
friendly,x,s,b,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,s,g,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,g
dangerous,x,y,e,f,y,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,p
dangerous,f,s,g,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,g
dangerous,f,s,b,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,g
friendly,f,s,e,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,y,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,d
friendly,x,s,n,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,f,s,g,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,g
dangerous,x,y,n,f,s,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
dangerous,f,s,w,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,g
friendly,x,f,c,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l
dangerous,f,s,g,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,f,f,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,p
friendly,x,y,r,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,y,d
dangerous,x,f,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,p
dangerous,x,y,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
dangerous,x,y,n,f,s,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
friendly,f,y,e,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,s,g,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u
friendly,k,y,n,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
friendly,f,y,e,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,x,y,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
dangerous,b,y,n,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,x,y,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
friendly,f,y,b,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,x,s,w,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,v,g
friendly,f,y,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,b,y,w,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m
friendly,x,y,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,p
dangerous,x,s,b,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,g
dangerous,x,y,n,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
dangerous,x,s,g,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,u
dangerous,f,s,g,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,u
dangerous,x,y,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
friendly,f,y,w,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d
dangerous,x,y,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
dangerous,f,f,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g
dangerous,x,y,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
dangerous,x,s,w,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g
dangerous,f,y,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,d
dangerous,x,s,w,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,u
dangerous,k,y,y,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
dangerous,f,s,w,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u
dangerous,f,s,g,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u
friendly,x,y,c,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l
dangerous,x,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u
dangerous,x,y,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,p
dangerous,f,y,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,p
friendly,x,s,p,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,f,y,b,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
dangerous,x,f,y,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p
friendly,f,f,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
friendly,x,f,n,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l
dangerous,x,y,n,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
dangerous,f,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u
dangerous,x,s,b,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,u
dangerous,f,s,g,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g
dangerous,x,s,b,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,g
friendly,x,y,r,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,v,d
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,d
dangerous,f,s,g,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,u
dangerous,x,y,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,g
dangerous,f,s,w,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,u
dangerous,x,s,w,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,u
dangerous,f,y,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,p
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,p
dangerous,x,y,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,d
dangerous,x,y,y,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
friendly,f,s,n,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,d
dangerous,f,s,g,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,u
dangerous,x,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,v,d
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,y,d
dangerous,f,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,u
dangerous,f,s,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,g
friendly,k,s,p,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,x,s,b,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,g
dangerous,x,s,w,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g
dangerous,x,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,g
dangerous,x,y,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,d
dangerous,b,y,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,m
dangerous,x,s,b,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,u
friendly,x,y,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,x,y,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
dangerous,x,y,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,v,p
dangerous,x,s,w,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,u
friendly,f,y,b,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,f,s,b,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,u
friendly,x,f,c,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
friendly,f,s,p,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
friendly,x,y,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
friendly,f,s,p,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,f,s,g,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,u
friendly,k,s,e,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
friendly,k,y,e,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,s,w,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,g
friendly,k,s,b,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
dangerous,x,s,b,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,g
dangerous,b,y,y,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,x,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,u
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,g
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,p
dangerous,b,f,n,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,y,p
dangerous,f,y,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,p
friendly,f,y,c,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l
dangerous,x,y,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
dangerous,f,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,g
dangerous,x,y,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
dangerous,b,y,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,d
dangerous,x,s,b,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,g
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,p
dangerous,f,s,b,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g
dangerous,f,s,b,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,u
dangerous,x,y,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,p
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,p
friendly,x,s,n,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,v,g
friendly,f,s,b,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
friendly,f,s,e,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
friendly,x,s,n,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
dangerous,f,s,w,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u
dangerous,f,y,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,d
friendly,f,s,p,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
friendly,x,s,e,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
dangerous,f,y,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,d
dangerous,b,y,b,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m
dangerous,f,s,b,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,u
dangerous,f,s,g,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,g
dangerous,x,s,b,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,g
dangerous,x,f,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,p
dangerous,f,s,w,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,g
